title,artist,spotify_id,lyrics,bpm,energy,danceability,loudness,valence,rhyme_density,rhyme_density_old
Do,Supreme Team,268nXCb2fRD9IOJAtxffQ6,"살 쪘다가 빠졌다가, 돈도 있다가 없다가
난 음악하나 쫓다 보니 반지하에서 옥탑
하도 긁어 너덜너덜대는 방바닥에
깊게 밴 내 땀내는 승리자의 향기와 같애

젊잖아, 왜 맨날 피해? 돌도 씹어삼킬 나인데
꿈 앞에서 get up, get down
실패할까봐 괴롭게 마음 먼저 먹으면 절대 안돼
영혼도 불태우면 안돼
종교처럼 널 믿지 '나는 된다'라는 긍정적인 입질

세상의 기준이 뭔지 헷갈릴 땐
겁먹지 말고 내가 내 자신의 주인이 돼
젊은 놈이 힘까지 빠져있으면 다 끝장
노력하는 만큼 방황하는 법, 이겨내고 웃어

내 연관 검색어는 '열정'
노력에 다섯개의 별점을 줬지
인생의 정점을 찍기 위해 밤잠 설쳐
이봐들, 겉멋 부리거나
뭔 부귀영화를 누릴거라고
욕심 많이 내면 안돼요
적당히 해, 그럼 잘돼요",108.696,0.831,0.563,-5.444,0.453,0.3053,0.3167
M.U.S.I.C,Supreme Team,1vmH2Ar4khb0ANhOMhdyTH,"Wake up call부터 잠이 쏟아질 때까지
음악은 나를 깨우고 또 함께 잠들지
돈이 없어도 유지하는 내 property
또 돈을 만들어주는 유일한 밥벌이
나에게 취미와 특기도 하나
내가 살아갈 이유와 그렇게
살만한 이유도 하나, okay, yeah, yo
Play 버튼을 누르는 순간 내 삶은 뮤직 비디오
난 MIC의 주인공 like the Rock Steady, yo
Make up이 필요없는 reality show
모든 시선들은 카메라처럼 날 찍어
거리는 그 어떤 무대보다 멋있어
네온 사인은 나를 비추는 화려한
조명이 되줘, 내가 볼품 없어도
음악은 내 품격이 되줘
TV, radio, 내가 살아 숨쉬는 증거
When I prove it, 그럼 다들 즐겨

Yeah, I got my game, 인생 단순하게 살아왔네
내 삶 돌아가는 원리 간단해
음악과 함께, yeah, 나 답게
봄부터 여름, 가을에서 겨울까지
아침부터 낮 밤 부터 아침까지
Radio, 거리, TV, stage 위
Studio, club, we keep bangin' shit
Who's hot? 슈프림팀
입꼬리 올리며 자리 굳히지
내게 손을 흔들어줘, 여기 모두
팔딱거리며 살아있는 내게 환호를 (wow)
손에 든 컵 위로 뻗어 내게 보여줘
얼음 다 녹기 전에 털어 넣어 비워버려
본의 아니게 난 만취의 icon
어느새 이 밤의 끝에 와있어

Ah-yeah, 날 나답게 하는 건
나를 알아줘, 언제나 makes me smile, yeah
난 달라졌어 너를 만나고
넌 나를 빨아줬지 깨끗하게, oh-yeah
날 신나게 하는 휘파람
넌 나를 띄워줘, you can make me fly
수만가지 다른 이름들을 불러봤지만
널 부른 후에야 비로소 내가 됐어 나",96.537,0.335,0.584,-16.461,0.392,0.4234,0.3022
Drive,Supreme Team,0dwhxdmyOH9EZaXc9fn6SG,"Put your hands up in the sky
아주 까만 밤에 한강대교를 비추는 빛은 주황색
영화만큼 멋진 drive 아니지만 분위기 나잖아 그까짓 거
바람도 딱 적당히 차가운 저녁
이때 생각나는 친구들 전화번호
Hey, 모여봐, 주말도 아닌데
주말같은 밤이잖아, 이날을 그냥 넘어가면 안돼
상태 살피지마, 오늘은
알아들었으면 나와, 도시의 품속으로
두발 다 떴다, chillin' with my old boy
맘껏 fly high

10시까지 집앞으로 데리러갈게
늦지 말고 잘꾸미고 나와줘 ma man
쿨하게 인사하고 만나자마자 낄낄대
역시 같이있으면 하나도 안 심심해
하, 이제 시동 걸었으
도시의 화려함을 느낄 때 흥분되고
폼잡던 나와 너희가 눈빛이 통하면
어디든 가, 근데 이런 날 꼭 한명은
일찍 빠지던데 오늘은 집에 못가
고민돼, 잠들 때까지 뭐하고 놀까?
내일은 일해야 돼, 다음주는 바뻐
미리 걱정하는 소심한 마음을 잠궈",90.565,0.792,0.645,-7.34,0.666,0.2974,0.225
Shinobi,Supreme Team,5l2hB1lycUrg93mH2QMa9W,"조용히 다가가, 아무도 모르게 like a ghost
게을러 보이는 애들의 뒷모습
뒤통수 찌릿거리면 뒤돌아 보슈
억울해도 웃어, 원래 죽이는 놈은 소수
내리치는 내 스냅, 아주 lyrical해
화난 내 표정에 오줌 지리며 무너져 내리듯 주저 앉어
Hip-Hop 쓰레기들 앞에선 내가 상전, Hip-Hop is not dead
But 나대는 바보들 때문에 씨발 랩퍼들 살기 각박해
죗값 치러야지 뭐 조용히
끝내니까 어서 네 눈깔을 바로 위로 또 뒤로
오, 이제 내가 보이니? 봐봐, 새꺄, check my swag
쉿, 소리는 내지마, 제대로 느꼈으면 눈 감아 이제

Bushido blade, put ya bullshit away
아무도 나를 무시 못해
Bushido blade, put ya bullshit away
아무도 나를 무시 못해
Rhyme shogun, 내 모션 free man like Morgan
내 목엔 수백 검이 들이대도 무한도전
Like 하 to the 하, 웃음만 나와
Fucker 너는 분홍쯤, 내겐 적도 아냐
내 검은 무지개, 이 씬의 흐린 날을 그어
내 몸은 붓이 돼, 붉은 그림자를 그려
막 휘둘러, 쓸어, hurricane flow
Killin' dirty game foes, 싹 다 머리 and toes
Hip-Hop의 모습, it’s fuckin' Von Dutch
Out of style motherfuckers tryin' so much
I do it slow no rush
나의 영역은 화면 없는 iPhone
Sucker no touch

온도 미지근한 열기가 가득한 성
난 그 잔치에 놈들과 같은 모습하고서
어둡게 나타났지, 흐르는 긴장의 팽팽함
멋 부린 놈들처럼 입도 가렸지 like Their Bandanna
높은 층 위에서 놈들을 내려다보며
빛나는 pendant가 목을 조여 오게
마법 같은 걸 던지지, 고통의 끝맛을
찝찝하게 느껴봐라, what a fuckerble hustle
연기가 자욱해, 단숨에 어지럽히지
사태 파악 못한 덩치들을 쉽게 덮치지
도망도 못 쳐, 문은 애초에 잠겼으니까
삐딱하게 걷던 신경도 끊었으니 말 다 한 거 아냐?
두 손, 두 발 다 묶고 나니 그제서야 내가 누군지 물어
난 Hip-Hop Shinobi, 잘 가라, peek a boo
다신 펜 못 잡게 손등에 다 낙인찍어 꾹",122.099,0.458,0.784,-8.41,0.464,0.382,0.2485
Eat it,Supreme Team,0hwe51Giqb98gR42GbVSzi,"(시소 같은거야, 붕 떴다, 내려갔다
겁나 도움닫기, 땀나는 내 이마빡)
Yeah, 비워뒀어도 같은 자리인 내 class, 태도는 신입생
환영 인사만 해, 다른 말은 듣기 싫네
나쁘게 말해서 좀 신물이 나는 이 게임
삐끗하면 제대로 코 끼는 게 당연한 데지만
난 거의 처음 와 본 애같이
돌아가는 꼴 모른다는 듯이 앞, 뒤, 밑, 위 안 가리지
걷다가 뛰고 뛰다가도
기꺼이 다시 기어, 다시 뛰어, 안 쉬어
점수는 알아서 매겨, 내 등에 붙여놓은
가격표들 어쩌다 봐도 그냥 못 본 척
어차피 내 DNA가 쟤네 verse 안에
그래서 굳이 나 아닌 거 애써 연기 안 해
어제 입었던 옷도 난 새 것처럼 빼 입어
이 세계의 number one인 듯이 어깨 힘 빡
체계적으로 미친 놈, 등급은 A1
Paranoid 아닌 내 entertainment, 스테로이드
(휘뚜루 마뚜루)

(그저 살아가는 것, 나쁜 마음 안 가져
내가 할 수 있는 건 딱 한가지야)
난 trap을 갖고 노는 케빈, 언제나 불판 위의 베이컨
자주 쓰는 해쉬태그는 Lovemyhater gettinpaper
집에 누워있건 무대 위 건 매 순간이 메인 컷
이 바닥 데이터베이스는 내께 제일 커
어쨌건 나 없이는 여긴 게임 끝
난 올드보이 오래 한 만큼 get me doe
사실 거품일지도 모르는 인기도
이젠 진짜들만이 날 의심 없이 믿어
아니 믿디 말디, 성격상 일단 들이밀어
세상에 덜 익었을 때를 떠올리면 침이 고이네
실수는 최고급 스테이크, 피를 맛 본 적도 있네
단 거 쓴 거 다 입에 대본 놈이 돌아왔잖아
B급 연예인 hell no, 여전히 내 스킬은 최고야 B
지금 어디쯤에 내가 서있고 또 언제가
나서야 될 타이밍인 것도 알았지
천재가 아닌 체계적으로 미친 놈들이 성공을 톡하네
다들 봤잖아 세계는 이미 싸이 코 앞에",147.658,0.768,0.751,-9.833,0.881,0.3805,0.3716
What!?,Supreme Team,2dCJ28CXVDHLdro5iR4qQi,"Uh-huh, yeah, uh
예비 rapper들이 따라하는 나
근데 난 아직 덜 익었지, 절대 안 떨어지는 감
시간은 바삐 흘러가, 먼지 쌓인 방에서
거대한 일 벌여보려니 골 빠개져
Oh, 게다가 근무 시간은 평생에다가 연봉은 매년 바뀌는 직장
한국 힙합이 썩은 떡밥되기 전에
목소리 보태기로 했어, Blanky Munns
네가 뭔데 그런 소리 하냐고?
머리 세우고 나갔더니 팬이 그러데 ""안 그랬잖아요""
What? 내가 뭘? 나 여전해
Beat 말아잡수는 날 없이 늘 선전해
빨아먹기, 등쳐먹기, 죽이고 피내서 먹기
줏어 먹기, 훔쳐 먹기, 구걸해서 먹기
그런 꼬라지 다 지켜봤어도
내 목표는 늘 강하고 아름다운 놈
No doubt, 걱정 마쇼
내 철학은 처먹고 배부르기보다 앞선 그 곳에 있어
즉, 곧 죽어도 rapper's attitude 절대 안 놓쳐

애들이 그러지, 행님 예전 같지 않다고
랩에 힘이 이리 빠져있었냐고, 좀 잘하라고
아따 말 많네, 솔직히 좀 찔리가지고
그런 소리 들을 때 입 다물고 있어도
일리가 있는 말 같아서 한참을 생각했어
열 올려 창작했던 나는 침착했어
그때보다 빠져있던 건 ’가난함' 꼬리표
음악은 듣는데 음악 하는 느낌이 안나
뭔 소리고 하니 내가 부딪히는 시스템
고자질 할 짬밥은 못됐어, 혼자 힘들고 말지
알아도 피곤하고 말하기도 귀찮아
중요한 건 병든 문화에 잠깐 질렸다가
정신 챙기고 나서 으쌰하는 분위기야
허점 보이게 까보는 애들 기 죽이가 취미였는데
이제 뭐 내 앞에 서서 고개 빳빳하게 쳐들어도
""그래, 알았어 Wallar""
나를 경계해봤자 몇몇 놈은 손해 봤잖아
좋은 게 좋은 거잖아, 이 Scene은 알잖아, 완전 짧잖아
음악 말고 시간 보내는 짓을 했다만
난 여전히 안 꿀리니까 respect my rhyme

Before my Vida Loca, 슈프림팀
이 얘긴 마치 코카콜라, 펩시
여전히 classic 뽑아, 많아도 나처럼 deal
But never 늙어, ever 줄까
백점뿐인 난 깊은 사고나는 일 따윈 없어
But 1순위 높아지는 질
넌 얼굴은 방긋 웃어 like heaven 가는 길
편히 쉴 보금자리, yeah, It's to know
Famile가 제공하는 친근한 M most
Do you’re feel
작지만 눈곱만한 고민이 있어
난 내 실력에 절대 만족 못해
어제도 오늘도 rap in a spirit, 계속 on live on
소문내지만 난 소수정예 style로
젊은 MC들을 싹둑 썰어 좀 삼켜볼까나?
뼛속까지 Hip-Hop dilemma, 야심이 큰 단추, what
근데 나이가 서른, 돈 좀 당겨볼까나
Fuckin' 땅 속 뿌리 깊은 곳에 삭혀 놀란다
My world",139.995,0.976,0.551,-2.796,0.826,0.3715,0.3598
Put It On,Supreme Team,1zFqLazWlmnWF8yxE7pg6A,"Skinny한 jeans, 매니큐어, tank top, 높은 high heels
자, 놀 때 됐다, 나나나나, 잠깐만
지금 분위기상 필요하다 싶은 팀
딱 하나만 말하자, S-U-P-R-E-M-E TEAM
Party를 만든 우리 둘과 MPC
그게 뭔데? 아하
자, 그럼 거리 위를 비디오 위로 올려놔봐
그럼 우린 하던대로 하면 되고
맥 제대로 못 짚은 저 랩퍼는 바보 됐어
여긴 오버만 한다고 다 되는데 아니거든?
오, 제발, 낯 뜨겁거든
우릴 구경하는 편이 나아요, man
우린 무대 위에서면 절대 no 타협
실은 이제 거리와 거리 사이나
TV와 거리 사이가 똑같지

제대로 놀 줄 아냐고? 뭘 알고 묻냐
우리가 stage를 흔들면 외쳐 ""아이고, 두야""
나의 건들거림은 곧 춤이 되고
그걸 흉내내는 애들은 다 준비됐어
샴페인을 터트려, pu-pu-pum
손 들고 우릴 응원해, 자, 여기 팜팜
딱 봐도 치수 나오는 애들이 shake it up
다 여기 모였지, 자기 파트너 챙기러
무대 위는 완전 사우나, 땀에 다 젖어
Double D got my back, we Amoeba Culture
4대 보험 없어도 이건 죽이는 계약직
영등포 내 동네 꿈꾸는 penthouse sweet
비싼 애들 앞에서 더 태연하지
잘나신 부모님덕에 폼나게 태어났지
나 땜에 너흰 rap이든 외모든 care 받지
그러지 말고 나의 위대함을 배워라",179.817,0.62,0.711,-10.174,0.805,0.3655,0.2977
wing (feat. Alt),Skyminhyuk,0UxLS8Ta8U79BlYtJw3bzU,"변했다는 말은 다 부정을 할래
아직 끝이 아니야, 달아줘 날개
내 옆에는 Grandline 식구와 함께
살고 싶단 생각과 동시에 강해져가는 나
밤이 끝나고 낮
너가 뭐라고 말해도 포기는 잠깐만 빠져있어
아직 나는 죽고 싶지 않아
꿈을 잃기에 마지막?불꽃이?타올라?막
그만둘 땐 그만두더라도?힘껏 do that
너가?대체 뭘 했다고 힘들어하는 건데?
내가 누군지 똑똑히 너한테 말해줄게
내 모든 걸 가져가도 hip-hop은 못 줘 절대
꿈 꿔, 그리고 숨 쉬어
어린 맘의 순수 잃었대도 내 한계를 부셔, 눈 떠
제대로 봐 주변, 세상은 다 너의 편
적들을 향해 중지 말고 사랑으로 품어
내게 안 된다던 사람들에게는 용기를
지금 날 믿어 주는 이들에게 숨기는 것 없이 전부 넘겨
내가 안 되는 건 지금 이 beat 위에
내 flow를 멈추게 하는 것뿐 임을

24 전역 할 때 쯤엔 이게 내 꿈이 될지는 몰랐지
그때 선임이 줬던 MP3에 hip-hop이 없었다면 나도 없었겠지
그건 아주 아찔한 일인 듯해
이런 나를 내가 평생 만날 수 없었기에
이게 돈이 안 된대도 난 I'm still, I don't give up fuck
갈래 더 높이
근데 솔까 난 이 길이 너무 무서워
자릴 잡아가는 친구들을 보며
뒤쳐진 기분에 불안함을 삼켜
또 또 일어나고 앉았다가의 반복
근데 I don't give up, 이 시간이 날 만들어
대체 불가능한 존재가 내 목표
분명 난 5년 전과는 다른 삶을 살어
아무도 이런 날 못 알아봐준대도
기훈아, 넌 알아둬

아파도 봤고, 힘들어 봤고
그래도 I don't know, 더 들이박고
정해진 각본이라며 날 놀려대도 감독은 바로 나뿐
매번 조연이었지만 조용힌 못 살아
니가 뭐를 알아? 니가 못 먹고 자랐냐?
바짓가랑이 좀 놔, 나도 내 주제를 알아
근데 노력하는 자가 얻을 거란 것도 알아
너는 못 본 체하지만 난 기회를 줍네
뭐 어쩌긴, 세상이 엿 같아도 웃네
친구, 계속 해, 니가 안되면 같이 죽게
허나 이 세상은 쉽게 죽으라는 법은 없네
무서워 마, 너는 잘하고 있을 테니까
저들의 말 때문에 함부로 흔들리지 마
너무 큰 상실감 때문에 힘들 테지만
Forever Grandline, 새로운 출발이니까",141.867,0.265,0.188,-13.609,0.0659,0.3979,0.3827
LIBERATION,Skyminhyuk,3Oxp3of4ti5RwvYVq6ThR9,"답 없어 이 동네, 떠야 돼 마을
이루고 안 이루고는 내 마음
어떻게 맘 먹냐가 우리의 삶을 결정해
봄, 여름, 가을, 하루도 안 쉬고 hustle
Hater 먹일게 엿을
니 아빠가 재산이 많은 게 벼슬
바닥에서 치고 나가지 내 역습
엄마가 임신 중인데 고모는 집에서 줄담배를 피워
일곱 살 됐지만 동생은 한 번도 간 적 없네 유치원
곰팡이 쓸린 집에서 몇 년을 사니까 생겼다네 비염
나는 중학교 때까지 다 이렇게 사는 줄 알았지 뭐
좆까, 알겠고, 과거는 집어치워, 아빠가 못한 거 내가 다 해
고조부부터 증조할아버지까지 성공 못한 거 내가 다해
이렇고 저렇고, 이래서 못하면 언제 넌 성공할래?
내가 못 가진 건 신경 꺼, 두 손과 두 발이 있어 다행
화해할 생각 마, 니 얼굴 보자마자 바로 생각나
니가 날 무시했던 말
찌질하다나 뭐라나
닥쳐, 난 계속 가
돈에서 해방감 느낄래
새같이 날 거야, 제발 날 믿지 마
난 진짜 이 세상 개 좋아
더 많이 벌 거야, 벌 거야
계속 떠들어 걍 그렇게
될 거야, 될 거야, 될 거야

답 없어 이 동네, 떠야 돼 마을
이루고 안 이루고는 내 마음
어떻게 맘 먹냐가 우리의 삶을 결정해
봄, 여름, 가을, 하루도 안 쉬고 hustle
태도는 조선시대 머슴처럼 난 노릴래 역습
여피들 내릴래 벌
교주가 된 듯이 모을래 헌금
내 맘은 꼬였어 퀄
밤 하늘 pearl보다 더 필요해 mama의 Louis Vuitton
천 번도 넘는 굽신거림, 여러 번 까였지 featuring
DM 창 안에서 알랑방구 떠는 게 내 특기
특히 하트 이모지 보내는 내 모습 pussy, 킬포니까
내 기분 니 기분 신경 쓸 시간이 있어
뭘 망설일 시간이 있어?
쉴 여유가 있어? 울 여유가 있어?
뭘 시간이 없어? 참 핑계는 쉬워
곧 너에게 닥칠 시련도 핑계를 대던
엄마가 아픈데 돈을 못 내줘
그때가 되면 다 깨닫게 될 거야 내 말의 내면
데이트할 때도 여자친구한테 또 얻어먹고
작업실로 와 계속 motherfucker
연락 와 형보고 용기 얻어 뱉었다고
근데 현실의 내 꼴을 보고 너가 정말 rap하고 싶을까
난 느껴 책임감
부자들의 발끝도 못 가거나 실패한다면
나 같은 애들이 꿈이란 걸 제대로 가질 수 있을까 과연",99.992,0.836,0.628,-7.071,0.372,0.4024,0.3801
TRUTH,Skyminhyuk,6PiFITg0cxtIS3N6TrQE8m,"""민혁아, 언제 나와 니 노랜?""
곧 나올 거야 꼭 올해
여자 친군 hip-hop을 듣네, 내 노래는 이젠 없네
지하철 타고 자려는데 사람들이 알아보네
난 알바를 알아보는데 유명해져서 부럽대
Fuck it, 공연해 본 적이 언제였지?
누군 됐다네 또 음원 몇 위?
여친 대학 축제의 호미들이 나와
난 또 그걸 쳐 보고 있지
또 누군 Dingo에 빨대 꽂지
부러웠지만 난 욕을 박지 않으면 안 돼
내 열등감이 사라질 때까지 가짜로 만들어
패배자 냄새가 나는 걸
더럽고 추악한 상태인 걸
전화 와 어머니한테서
난 받을 준비가 진짜로 안 됐어
아, 맨날 화가 나는 걸
뜨고 싶은데 맘대로 안된 걸 여친만 탓하고
회사만 탓해, 열심히 했냐고
목숨 걸었냐고, 맞다고 말해
민혁아, 씨발아 맞다고 말해
떳떳하다고 넌 당당히 말해
오늘도 또 난 거짓말하네
습관처럼 난 세상을 탓해
내 발에 걸려 넘어진 상태
이 늪에서 얼른 일어나야 돼

네 탓하고 더 소리치고, 세상하고 더 등지고
친구들을 난 밀어내고, 여자친굴 밀어붙이고
자존심이나 부리고 열심히 사는 연예인을 무시하고
경멸하며 그를 쉽게 말하던 게 사실
내 한계에 부딪힌 걸 난 가리고 싶었나
노력 없이 다 얻고 싶은 나
너가 떠난 게 내 잘못은 없었나
핑계를 찾고서 잊고파
거울에 비쳐 내 추악한 이면
반 미쳐가는 나
몸 비틀다 앗아간 내 꿈과 수많은 이별
끊겼지 필름
도망갈 곳 없는 내면의 감옥 속에서
기도해 밤새, 사실 다 끝낼 용기도 없으면서
이상과 현실 괴리감 다 네 욕심 때문이었어
옆 사람이 네 목 조르는 척
정신 좀 차려, 널 죽이는 건 너잖아
모두 머지않아 전부를 잃어야 알아들어?
나에게 보냈던 편지
내 맘의 병 정말 낫고 싶었지
허나 없었지 다 털어놓을 용기
사랑받고 싶었었지만 여전히
나조차 날 사랑한 적이 있나
상처가 쌓인 화가 난 아이를 봐
나 정말 정말로 해방하고 싶었었지만
날 가둬둔 사람은 나였잖아",139.975,0.65,0.6,-5.127,0.49,0.4703,0.458
KICK OUT,Skyminhyuk,6wiuiUp2ftCvB2GE1i36Ju,"법으로 하재, 돈으로 하재
돈 없음 문제가 되는 이 사회
돈 없는 건 죄가 아니지만 멍청한 건 죄지
넌 쭉 당하고 살래?
인맥 힙합을 욕하지만 이 세상 인맥이 전부지
You know want I mean
양보를 하라고 가르치지만
그 선생도 한 치의 양보를 안해요
가난이 complex, 돈으로 덮을래 문제
문제가 문제를 낳았네, 그게 내 저주래
씨발, 한번 져주니까 또다시 져주래
좆까라, 내 집에서 나가
정치인들아, 거짓말 좀 말아, 니 속셈을 알아
사탕 발린 한마디 마저 새빨간 거짓말
인간 탈 쓴 Satan이 너지
맬 억울한 병신
어울려 하얀 벽돌 안 이 병실
넌 돈을 끌어안아도 행복이 뭔지 몰라
나누는 법을 모르니
내가 빠가 새끼인 줄 알았나
한번 겪으니 두 번은 알아
사기 칠 생각 마, 집에나 가
어디서 감히, 내 집에서 나가

Carti나 UK drill preset껴
베끼고 베껴서 딱 rhyme만 맞추는 form
어떻게 된 게 곡마다 전부다 시발 다 똑같냐
본인이 본인 걸 또 copy를 떠
어떡해, 넌 이 판은 못 떠, 노예야 노예
외힙이 하는 걸 눈치 못 채게 먼저 배끼는 니 숙제
멋있나 봐 30살 처먹고 마약 파는 게
ASH나 copy하다 이제 돈 좀 버니
잡고 싶어 보여 hip-hop 컨셉
허나 네 건 LE에 언급조차 없네
Skinny, Yucca 따라 하는 Ourealgoat는
니 덕 보고 싶어서 침 흘리고
니 장래 희망은 3류 아이돌
벌어야 한다면 할 말 없지 뭐
근데 넌 hip-hop은 아니야, 여기서 나가
무조건 내가 너네들을 막아, 내 방에서 나가
Diss를 할 거면 제대로 하던지 이름도 못 까지, 마치 Sik-K
한 명이 까면 쪼르르, 조광일이 너보다 멋있지 왜?
문 두드리지 말고 당장 여기서 꺼져
친구야, 진짜 죽기 전에",77.355,0.834,0.283,-8.921,0.225,0.3783,0.3702
PAC MAN (FEAT. FEELY),Skyminhyuk,66i9n0CsNkfYIU390Sh7zL,"아직 난 제대로 뱉지도 않았지만
전부 놀라 자빠져, okay, 좀만 기달
어쩌려고 그래, 야, 형들 건 뺏지 마라
하하하, 시발아, 그건 내 맘이다
앞으로 나한테 잘해, 아니면 국물도 안 줘
내가 뭐를 들고 나올지 힌트도 안 줘
씹새들의 발전은 누구보다 얌전
홍대에 몰린 암 덩어리, 난 부산을 가져
뭘 가져와도 yes man
One, two, three, four, five, 식사
잘 먹을 게, 얌얌, Pac Man
제발 처먹을 땐 건드리지 좀 마요
난 무대를 부셔, 겁쟁이는 줄 서
내가 노력이란 마약을 줄 테니 얼른 잡숴 봐
잡소리는 각설하고 리듬을 느껴, 고막을 파열, right
꽉 찬 엑기스, 물 빠진 재킷 입은
Jackie Chan이 마이크 잡고, ""Yo, yo""
MC가 되면 바로바로 that's me
현실은 NG 따위 없어, 시동 켰지 엔진
Yessir, 그래, 이거지
내가 가는 길은 닮아있어 B.I.G
Yessir, 좀 죽여주지
힘든 시절마저 왜곡되는 기억이

One thug, two thug, three thug, four
이 씹모조 on the 거리 lay low
I'm back on da track, 너랑 타협 안 해
너 ""Gang, gang"" 소리하면 난 90 style로
Fuck 할 때처럼 do ma thang
나도 이제 날 못 말리겠어, Nate Diaz
Young boys game but 뭔지 몰라 debt
나이 차면 타겠지 오징어잡이 배
I'm back in da stu, 무슨 gang, 무슨 racks
이젠 못 듣겠어, 나는 actin' like a Sifu
In da booth 난 too bad for 여기 puppies
전부 in ma 냄비에다 넣고 나서 chi chi
스카인 데리고 왔어 문제아를 beat에
정신 나간 rapper들 진단서 뗄 때
난 21개월 달고 먹어 savage
하나, 둘, 셋, 넷, 다섯, 먹어 식사

이제 누가 실력으로 나랑 견줄래?
그래, 너? 아님 너?
버퍼링 걸리는 겁쟁이랑 날 비교 마 어설프게
I be there, 입술 피 터지게 한 practice
Beat 위로 그리는 graffiti
리듬 위 혼자 남겨진 Gravity
Hey, Dingo, 찢어줄게 불러 Killing
내 flow CG, 기적이지
Hip-hop scene이 밀림이면 미친 타잔 style
예상 못한 박자 감각, wow
유언 남기듯 쓰는 가사
추억이 아닌 역사 한 page
Imagined it. 함성이 찬 stage
노예였던 내가 이 scene의 중추
Legendary MC의 장점만 흡수
의심해 날, 길었던 공백
살아서 돌아왔네, 이제야 comeback",54.461,0.872,0.606,-5.645,0.717,0.3637,0.3126
SYMBIOSIS,Skyminhyuk,6CxAyRZ2bBs786zHgK5wDG,"온통 뉴스엔 소상공인들은 좆 빠진다는데
신촌역 라멘집은 웨이팅을 조지네
마지못해 우린 죽치고 앉아 있네
권리금만 받고 발을 빼 넌, wuss up
유행 돌면 들썩
예술하는 새끼라면서 나 허구한 날 분석하고 자빠졌네
내 가산 두서 없지, 그저 막 갈 길 뿐
Uh, uh, uh, uh, uh
그걸 보고 감동하는 너에게 감동
내 날개 뮤비 댓글은 내게는 야동
그러니까 난 음악 안 접어
야, 알어, 내가 죽는다면 너와 함께 갈 걸, 자폭
Super star는 요새 아무나 하나
각 잡고 아이돌 beat 찍잖아
그럼 잘나가지 like BANA
Dingo도 조회수 안 나와? 그러면 버려
너도 뜨고 싶어? 시발, 그럼 벌려

하다 하다 이제 시발 날씨 탓도 하네
아버지의 20대 사진 보니 나랑 똑 닮았네
내 목표가 뭐냬, 이제 그 말도 안 떨려, low해
친구야 하지 마 오해, 난 명반을 내는 거야 올해
뜰 애는 다 떴지, early
인정받고 팠었지만 이젠 돈독이
못 벌면 형이나 나나 똔똔
그래서 shout-out 따위엔 안 속죠
흔들 다리 걷듯 밑은 보지 마
그저 앞만 보고 계속 걸어가
그래야 좋은 곳에서 또 결혼까지
그럼 대체 뭘 더 생각할까
넌 뭔데? 넌 뭘 챙겨? 너도 more chain, 더 more cash
난 모르겠지 뭘 focus, 걍 공생이야, 공생
친군 말했지, ""넌 딱 니 야망만 한 집에 살어""
그게 그릇이라 하면 이 원룸만 나 탈출하고 팠어",129.009,0.874,0.752,-7.716,0.154,0.3994,0.3508
OUTCOME (FEAT. Khundi Panda),Skyminhyuk,6Ms61CXGbcymNTWnZ1Fiyj,"파리 날리는 내 노래와
Mannerism 빠진 저 형과의 갭을 메꿔
비교 불가능하게 뱉지, 명반 뱃지 전부 뺏지
내가 니 노래에 featuring 하면 넌 되지 MacGuffin (Ha)
쇼미 나온 폐급이, 내게 박치라던 새끼들이
누가 이렇게 태우지 flow를? 좆박은 여론 잠재우지
만 시간의 rap, 1년 전에 뛰어넘었네
다 버린 번뇌, 아홉 번 해서 안 되면 해 열 번째야
개 씹새들아, 잘 들어, 난 예술에 바쳤지 인생을
내 CD 매수를 해 500만 원 남은 통장 잔고를
보면서 듣는 생각은 0원 될 때까지
홍제동 옥탑을 빠져나올 생각 뿐
Hip-hop은 애인 같고 가끔 좆같이 싫어
이 미로 속에서 처해 생사의 기로
내 마지막 기록이 이 앨범이 될지도
싫으면 시집 가든가 돈 내놔 아니면
위로 올라가 난 닭처럼 울래

보자, 이제 투자했네 20대 반
HIPSTRUMENTAL.COM부터 인공지능의 시대까지
대체된다는 건 죽는다는 것
아직 난 survival의 프로
송출한 탄생은 위대하니
내 다음 step, 넌 확실히 mute 돼
엿 되는 soundtrack 만드는 건 더 이상 못 돼 문제
답습에 거는 태부
내 자신과의 싸움에 등 터질 Krill rappers
이미 핸디캡을 준 채 경쟁하는데도 넌 잿밥이 주식
착한 형들이 누른 맞팔에 하루 피로를 풀지
소박해지는 배포 덕에 낮아진 기준치
병신, 넌 어디서 나오는 거라 봐 이 품위?
늘 때가 되면 환산해 outcome
그때까진 불만족하며 컨펌할 작법
알겠다면 음악 외에 헛짓으로 애쓰지 마
느려도 꾸준하면 닿게 돼 네 S-K-Y (Slatt)",126.248,0.362,0.225,-11.233,0.0924,0.3252,0.317
